filename,width,height,class,xmin,ymin,xmax,ymax
P00037.jpg,837,596,Gun,191,136,360,196
P00037.jpg,837,596,Gun,73,207,130,285
P00038.jpg,673,392,Knife,230,44,570,169
P00038.jpg,673,392,Knife,262,175,555,244
P00039.jpg,807,592,Knife,66,443,472,556
P00039.jpg,807,592,Knife,64,439,460,529
P00039.jpg,807,592,Gun,154,149,333,216
P00039.jpg,807,592,Gun,50,237,86,313
P00040.jpg,829,600,Gun,124,155,310,229
P00040.jpg,829,600,Knife,92,449,495,571
P00040.jpg,829,600,Knife,86,450,486,550
P00040.jpg,829,600,Gun,49,253,95,329
P00041.jpg,823,562,Knife,349,170,729,236
P00041.jpg,823,562,Knife,347,163,742,214
P00041.jpg,823,562,Gun,530,467,711,532
P00041.jpg,823,562,Gun,730,276,768,389
P00042.jpg,847,596,Knife,51,458,461,533
P00042.jpg,847,596,Knife,54,418,467,547
P00042.jpg,847,596,Gun,150,138,330,212
P00042.jpg,847,596,Gun,76,212,128,296
P00043.jpg,662,399,Knife,230,170,531,310
P00043.jpg,662,399,Knife,211,52,544,97
P00044.jpg,696,364,Knife,277,171,588,259
P00044.jpg,696,364,Knife,293,72,621,104
P00045.jpg,852,614,Knife,70,456,468,540
P00045.jpg,852,614,Knife,56,426,467,554
P00045.jpg,852,614,Gun,167,146,334,222
P00045.jpg,852,614,Gun,74,214,153,298
P00046.jpg,680,366,Knife,69,149,376,267
P00046.jpg,680,366,Knife,76,30,415,122
P00047.jpg,844,594,Knife,34,358,441,496
P00047.jpg,844,594,Knife,50,392,448,516
P00047.jpg,844,594,Gun,75,175,289,287
P00047.jpg,844,594,Gun,73,152,122,280
P00048.jpg,687,376,Knife,218,209,559,279
P00048.jpg,687,376,Knife,316,60,607,188
P00049.jpg,825,607,Knife,29,424,437,505
P00049.jpg,825,607,Knife,71,448,470,528
P00049.jpg,825,607,Gun,197,162,380,315
P00049.jpg,825,607,Gun,299,389,429,448
P00050.jpg,835,597,Knife,241,199,485,356
P00050.jpg,835,597,Gun,265,341,509,489
P00050.jpg,835,597,Gun,101,250,249,400
P00050.jpg,835,597,Gun,0,416,160,528
P00051.jpg,640,560,Knife,248,138,535,257
P00051.jpg,640,560,Knife,269,216,542,451
P00052.jpg,685,369,Knife,72,127,366,235
P00052.jpg,685,369,Knife,110,19,454,112
P00053.jpg,865,600,Knife,213,189,363,411
P00053.jpg,865,600,Knife,128,420,525,565
P00053.jpg,865,600,Gun,100,265,213,415
P00053.jpg,865,600,Gun,56,409,109,539
P00054.jpg,672,444,Knife,281,123,561,168
P00054.jpg,672,444,Knife,196,200,521,369
P00055.jpg,842,568,Knife,62,442,467,494
P00055.jpg,842,568,Knife,174,180,224,400
P00055.jpg,842,568,Gun,236,212,331,368
P00055.jpg,842,568,Gun,85,223,188,368
P00055.jpg,842,568,Gun,41,367,156,485
P00056.jpg,895,644,Knife,412,341,736,476
P00056.jpg,895,644,Knife,511,239,786,320
P00057.jpg,864,598,Gun,0,370,170,492
P00057.jpg,864,598,Gun,102,265,227,369
P00057.jpg,864,598,Knife,94,217,341,469
P00057.jpg,864,598,Knife,117,391,413,543
P00058.jpg,841,563,Knife,43,352,306,527
P00058.jpg,841,563,Knife,87,173,485,272
P00058.jpg,841,563,Gun,98,225,307,357
P00059.jpg,825,585,Knife,36,194,435,231
P00059.jpg,825,585,Knife,33,126,432,215
P00059.jpg,825,585,Gun,50,414,183,497
P00060.jpg,832,450,Knife,39,117,315,223
P00060.jpg,832,450,Knife,86,301,487,335
P00060.jpg,832,450,Gun,43,112,75,211
P00060.jpg,832,450,Gun,95,336,188,374
P00061.jpg,1536,508,Knife,649,61,1032,160
P00062.jpg,1536,546,Knife,948,246,1278,284
P00063.jpg,1536,562,Knife,1020,323,1284,509
P00063.jpg,1536,562,Knife,971,175,1532,323
P00064.jpg,835,557,Knife,56,165,473,289
P00064.jpg,835,557,Knife,41,337,309,525
P00064.jpg,835,557,Gun,76,201,185,354
P00065.jpg,870,617,Gun,265,286,458,412
P00065.jpg,870,617,Gun,391,398,554,507
P00065.jpg,870,617,Knife,124,245,378,471
P00065.jpg,870,617,Knife,63,266,187,500
P00065.jpg,870,617,Knife,48,298,484,465
P00066.jpg,813,561,Knife,660,117,759,479
P00067.jpg,872,679,Knife,681,119,786,484
P00068.jpg,856,585,Gun,495,300,670,418
P00068.jpg,856,585,Gun,410,231,554,323
P00068.jpg,856,585,Knife,717,206,811,448
P00068.jpg,856,585,Knife,383,235,810,367
P00068.jpg,856,585,Knife,561,249,774,467
P00069.jpg,874,603,Gun,184,238,374,364
P00069.jpg,874,603,Gun,269,382,432,489
P00069.jpg,874,603,Knife,57,188,145,414
P00069.jpg,874,603,Knife,84,161,319,397
P00069.jpg,874,603,Knife,47,273,480,429
P00070.jpg,874,621,Knife,659,316,812,554
P00070.jpg,874,621,Knife,518,335,779,535
P00070.jpg,874,621,Knife,392,295,798,398
P00070.jpg,874,621,Gun,481,354,666,471
P00070.jpg,874,621,Gun,466,292,603,362
P00071.jpg,834,593,Gun,224,182,351,273
P00071.jpg,834,593,Gun,160,328,335,445
P00071.jpg,834,593,Knife,67,306,284,524
P00071.jpg,834,593,Knife,34,316,118,535
P00071.jpg,834,593,Knife,41,303,450,393
P00072.jpg,818,578,Knife,29,214,110,456
P00073.jpg,843,577,Knife,27,152,137,400
P00074.jpg,825,567,Knife,53,270,110,462
P00075.jpg,849,584,Knife,709,107,779,455
P00076.jpg,835,609,Knife,569,189,770,408
P00076.jpg,835,609,Knife,720,187,781,408
P00076.jpg,835,609,Gun,524,275,685,385
P00076.jpg,835,609,Gun,530,376,660,421
P00076.jpg,835,609,Knife,379,352,778,440
P00077.jpg,832,556,Knife,599,77,729,428
P00078.jpg,836,580,Knife,47,249,194,473
P00079.jpg,844,620,Knife,66,219,145,493
P00080.jpg,853,614,Gun,143,339,298,454
P00080.jpg,853,614,Gun,181,156,339,263
P00080.jpg,853,614,Knife,80,297,208,545
P00080.jpg,853,614,Knife,49,295,466,397
P00081.jpg,1512,609,Knife,347,88,893,343
P00081.jpg,1512,609,Gun,699,92,947,241
P00081.jpg,1512,609,Gun,341,280,609,398
P00082.jpg,679,468,Gun,296,304,476,381
P00082.jpg,679,468,Gun,251,296,440,373
P00082.jpg,679,468,Knife,25,324,389,452
P00083.jpg,873,613,Gun,167,355,344,478
P00083.jpg,873,613,Gun,207,205,366,296
P00083.jpg,873,613,Knife,88,333,283,570
P00083.jpg,873,613,Knife,72,338,155,573
P00083.jpg,873,613,Knife,75,279,509,468
P00084.jpg,847,594,Knife,35,320,468,490
P00084.jpg,847,594,Knife,74,287,212,540
P00084.jpg,847,594,Gun,212,189,343,280
P00084.jpg,847,594,Gun,150,343,303,457
P00084.jpg,847,594,Knife,34,231,82,503
P00085.jpg,860,613,Gun,144,331,283,438
P00085.jpg,860,613,Gun,222,186,374,284
P00085.jpg,860,613,Knife,41,349,468,495
P00085.jpg,860,613,Knife,86,262,170,527
P00085.jpg,860,613,Knife,42,188,104,438
P00086.jpg,838,584,Knife,69,169,109,433
P00086.jpg,838,584,Knife,34,226,474,421
P00086.jpg,838,584,Gun,169,393,320,476
P00086.jpg,838,584,Gun,74,256,212,372
P00087.jpg,861,597,Knife,385,226,806,372
P00087.jpg,861,597,Knife,718,255,805,486
P00087.jpg,861,597,Gun,613,254,759,379
P00087.jpg,861,597,Gun,499,275,647,317
P00088.jpg,831,575,Knife,23,223,467,411
P00088.jpg,831,575,Knife,50,127,102,395
P00088.jpg,831,575,Gun,146,368,304,459
P00088.jpg,831,575,Gun,66,240,224,358
P00089.jpg,872,626,Gun,204,390,353,501
P00089.jpg,872,626,Gun,75,293,171,393
P00089.jpg,872,626,Knife,72,243,130,438
P00089.jpg,872,626,Knife,45,203,457,424
P00089.jpg,872,626,Knife,43,245,115,532
P00090.jpg,885,617,Knife,79,217,116,421
P00090.jpg,885,617,Knife,31,200,458,418
P00090.jpg,885,617,Gun,187,365,330,475
P00090.jpg,885,617,Gun,64,278,167,383
P00090.jpg,885,617,Knife,58,292,121,514
P00091.jpg,856,571,Gun,470,136,641,239
P00091.jpg,856,571,Gun,245,148,338,257
P00091.jpg,856,571,Knife,364,405,701,479
P00091.jpg,856,571,Knife,280,328,729,482
P00091.jpg,856,571,Knife,490,472,800,515
P00092.jpg,888,612,Knife,453,510,768,603
P00092.jpg,888,612,Knife,353,431,696,555
P00092.jpg,888,612,Knife,276,343,739,563
P00092.jpg,888,612,Gun,519,183,696,291
P00092.jpg,888,612,Gun,295,156,407,276
P00093.jpg,690,516,Knife,282,322,688,478
P00093.jpg,690,516,Gun,264,127,496,265
P00093.jpg,690,516,Gun,455,196,603,278
P00094.jpg,811,620,Gun,186,350,426,468
P00094.jpg,811,620,Gun,60,291,248,407
P00094.jpg,811,620,Knife,50,449,459,601
P00095.jpg,768,415,Knife,28,193,427,249
P00095.jpg,768,415,Gun,161,74,351,138
P00096.jpg,840,582,Knife,60,125,367,174
P00096.jpg,840,582,Knife,43,145,462,279
P00096.jpg,840,582,Gun,163,376,329,478
P00096.jpg,840,582,Gun,397,354,532,476
P00097.jpg,663,483,Knife,137,404,541,460
P00097.jpg,663,483,Gun,319,137,555,249
P00097.jpg,663,483,Gun,412,250,605,367
P00098.jpg,844,581,Gun,167,393,298,475
P00098.jpg,844,581,Gun,374,352,510,476
P00098.jpg,844,581,Knife,55,138,360,171
P00098.jpg,844,581,Knife,108,167,431,228
P00098.jpg,844,581,Knife,52,175,457,280
P00099.jpg,868,611,Knife,461,497,765,583
P00099.jpg,868,611,Knife,414,450,749,531
P00099.jpg,868,611,Knife,367,403,786,531
P00099.jpg,868,611,Gun,411,213,508,324
P00099.jpg,868,611,Gun,580,224,721,318
P00100.jpg,850,582,Gun,163,408,291,488
P00100.jpg,850,582,Gun,366,378,457,486
P00100.jpg,850,582,Knife,118,184,425,233
P00100.jpg,850,582,Knife,83,221,401,258
P00100.jpg,850,582,Knife,58,246,460,302
P00101.jpg,848,579,Knife,485,407,786,453
P00101.jpg,848,579,Knife,437,371,768,422
P00101.jpg,848,579,Knife,392,312,795,412
P00101.jpg,848,579,Gun,469,144,588,258
P00101.jpg,848,579,Gun,612,149,801,269
P00102.jpg,885,651,Knife,59,226,367,276
P00102.jpg,885,651,Knife,78,264,409,303
P00102.jpg,885,651,Knife,59,279,470,361
P00102.jpg,885,651,Gun,78,425,238,555
P00102.jpg,885,651,Gun,285,423,369,530
P00103.jpg,848,598,Gun,234,379,337,490
P00103.jpg,848,598,Gun,34,372,209,502
P00103.jpg,848,598,Knife,60,186,362,216
P00103.jpg,848,598,Knife,78,227,398,244
P00103.jpg,848,598,Knife,52,246,452,304
P00104.jpg,666,460,Knife,214,377,612,411
P00104.jpg,666,460,Gun,477,125,605,299
P00104.jpg,666,460,Gun,449,241,649,354
P00105.jpg,840,562,Gun,224,342,333,455
P00105.jpg,840,562,Gun,22,330,202,457
P00105.jpg,840,562,Knife,76,143,374,184
P00105.jpg,840,562,Knife,88,182,407,216
P00105.jpg,840,562,Knife,54,196,464,281
P00106.jpg,663,466,Knife,52,325,442,433
P00106.jpg,663,466,Gun,17,173,214,281
P00106.jpg,663,466,Gun,69,177,205,336
P00107.jpg,844,550,Gun,231,335,334,449
P00107.jpg,844,550,Gun,25,323,203,451
P00107.jpg,844,550,Knife,72,140,368,165
P00107.jpg,844,550,Knife,87,171,408,201
P00107.jpg,844,550,Knife,54,188,464,262
P00108.jpg,864,579,Knife,84,143,390,181
P00108.jpg,864,579,Knife,106,176,429,218
P00108.jpg,864,579,Knife,70,192,480,287
P00108.jpg,864,579,Gun,218,341,333,456
P00108.jpg,864,579,Gun,20,324,203,452
P00109.jpg,685,500,Gun,493,133,591,303
P00109.jpg,685,500,Gun,485,244,654,340
P00109.jpg,685,500,Knife,250,362,650,458
P00110.jpg,876,593,Gun,235,375,328,485
P00110.jpg,876,593,Gun,35,371,199,503
P00110.jpg,876,593,Knife,50,177,356,215
P00110.jpg,876,593,Knife,81,217,397,243
P00110.jpg,876,593,Knife,52,236,454,307
P00111.jpg,840,573,Knife,66,162,363,190
P00111.jpg,840,573,Knife,81,197,403,222
P00111.jpg,840,573,Knife,50,215,457,291
P00111.jpg,840,573,Gun,211,355,326,466
P00111.jpg,840,573,Gun,19,349,188,479
P00112.jpg,846,578,Gun,218,370,312,479
P00112.jpg,846,578,Gun,23,360,179,490
P00112.jpg,846,578,Knife,52,163,355,200
P00112.jpg,846,578,Knife,76,198,402,225
P00112.jpg,846,578,Knife,50,217,451,288
P00113.jpg,847,579,Knife,58,150,358,203
P00113.jpg,847,579,Knife,77,189,399,227
P00113.jpg,847,579,Knife,50,214,454,288
P00113.jpg,847,579,Gun,24,353,174,483
P00113.jpg,847,579,Gun,217,366,311,478
P00114.jpg,670,465,Knife,173,359,578,430
P00114.jpg,670,465,Gun,441,244,644,366
P00114.jpg,670,465,Gun,458,128,628,310
P00115.jpg,849,585,Gun,216,373,310,483
P00115.jpg,849,585,Gun,28,330,181,460
P00115.jpg,849,585,Knife,52,152,357,206
P00115.jpg,849,585,Knife,74,191,398,227
P00115.jpg,849,585,Knife,52,220,452,275
P00116.jpg,889,623,Knife,55,181,358,241
P00116.jpg,889,623,Knife,83,220,410,262
P00116.jpg,889,623,Knife,57,253,458,308
P00116.jpg,889,623,Gun,48,368,194,493
P00116.jpg,889,623,Gun,239,402,328,506
P00117.jpg,879,607,Gun,233,390,326,495
P00117.jpg,879,607,Gun,35,355,194,481
P00117.jpg,879,607,Knife,55,175,361,219
P00117.jpg,879,607,Knife,90,215,406,243
P00117.jpg,879,607,Knife,58,241,461,297
P00118.jpg,850,608,Knife,51,173,357,221
P00118.jpg,850,608,Knife,74,214,398,245
P00118.jpg,850,608,Knife,54,230,452,305
P00118.jpg,850,608,Gun,224,388,317,494
P00118.jpg,850,608,Gun,27,357,185,484
P00119.jpg,849,602,Knife,55,175,357,219
P00119.jpg,849,602,Knife,81,219,399,241
P00119.jpg,849,602,Knife,56,246,453,299
P00119.jpg,849,602,Gun,221,385,315,490
P00119.jpg,849,602,Gun,33,364,177,491
P00120.jpg,679,487,Gun,483,120,599,295
P00120.jpg,679,487,Gun,468,239,652,344
P00120.jpg,679,487,Knife,227,378,633,450
P00121.jpg,841,575,Knife,441,443,751,500
P00121.jpg,841,575,Knife,418,410,754,467
P00121.jpg,841,575,Knife,366,351,784,466
P00121.jpg,841,575,Gun,575,179,666,281
P00121.jpg,841,575,Gun,721,192,784,299
P00122.jpg,844,587,Knife,64,161,364,205
P00122.jpg,844,587,Knife,81,202,398,226
P00122.jpg,844,587,Knife,52,224,453,282
P00122.jpg,844,587,Gun,153,377,247,485
P00122.jpg,844,587,Gun,62,349,114,477
P00123.jpg,673,504,Gun,435,225,552,393
P00123.jpg,673,504,Gun,427,176,643,313
P00123.jpg,673,504,Knife,174,89,578,139
P00124.jpg,837,565,Knife,51,465,358,493
P00124.jpg,837,565,Knife,78,437,395,462
P00124.jpg,837,565,Knife,47,377,450,448
P00124.jpg,837,565,Gun,151,189,247,290
P00124.jpg,837,565,Gun,59,199,105,318
P00125.jpg,846,580,Gun,146,366,240,474
P00125.jpg,846,580,Gun,65,336,115,467
P00125.jpg,846,580,Knife,59,160,362,188
P00125.jpg,846,580,Knife,81,196,405,215
P00125.jpg,846,580,Knife,50,207,452,271
P00126.jpg,841,573,Knife,57,144,366,181
P00126.jpg,841,573,Knife,80,179,400,208
P00126.jpg,841,573,Knife,54,194,456,257
P00126.jpg,841,573,Gun,152,353,247,466
P00126.jpg,841,573,Gun,64,327,115,458
P00127.jpg,831,564,Gun,147,199,236,296
P00127.jpg,831,564,Gun,55,216,101,333
P00127.jpg,831,564,Knife,55,467,364,509
P00127.jpg,831,564,Knife,79,439,401,474
P00127.jpg,831,564,Knife,49,384,460,477
P00128.jpg,842,561,Gun,129,350,239,459
P00128.jpg,842,561,Gun,64,352,115,476
P00128.jpg,842,561,Knife,86,193,412,250
P00128.jpg,842,561,Knife,42,165,329,324
P00128.jpg,842,561,Knife,54,202,465,299
P00129.jpg,842,578,Gun,129,202,237,306
P00129.jpg,842,578,Gun,54,188,110,312
P00129.jpg,842,578,Knife,27,338,315,475
P00129.jpg,842,578,Knife,78,425,392,458
P00129.jpg,842,578,Knife,46,373,451,454
P00130.jpg,832,554,Gun,53,194,100,313
P00130.jpg,832,554,Gun,127,201,224,301
P00130.jpg,832,554,Knife,72,417,397,469
P00130.jpg,832,554,Knife,56,387,347,469
P00130.jpg,832,554,Knife,44,365,456,471
P00131.jpg,854,557,Knife,71,162,342,303
P00131.jpg,854,557,Knife,59,157,477,265
P00131.jpg,854,557,Knife,98,156,419,203
P00131.jpg,854,557,Gun,131,344,230,455
P00131.jpg,854,557,Gun,67,322,107,451
P00132.jpg,838,588,Gun,126,379,216,484
P00132.jpg,838,588,Gun,58,363,111,490
P00132.jpg,838,588,Knife,80,201,398,236
P00132.jpg,838,588,Knife,34,183,318,344
P00132.jpg,838,588,Knife,48,215,454,295
P00133.jpg,678,473,Knife,190,374,593,426
P00133.jpg,678,473,Gun,483,122,618,305
P00133.jpg,678,473,Gun,453,250,651,371
P00134.jpg,867,598,Knife,423,436,754,514
P00134.jpg,867,598,Knife,481,396,789,481
P00134.jpg,867,598,Knife,359,351,808,518
P00134.jpg,867,598,Gun,629,201,722,302
P00134.jpg,867,598,Gun,744,227,806,329
P00135.jpg,867,552,Knife,85,166,410,203
P00135.jpg,867,552,Knife,58,187,361,233
P00135.jpg,867,552,Knife,55,153,472,270
P00135.jpg,867,552,Gun,128,352,231,464
P00135.jpg,867,552,Gun,59,338,110,463
P00136.jpg,829,610,Knife,381,245,775,347
P00136.jpg,829,610,Knife,471,290,762,325
P00136.jpg,829,610,Knife,421,248,755,282
P00136.jpg,829,610,Gun,600,428,701,528
P00136.jpg,829,610,Gun,728,411,773,513
P00137.jpg,838,581,Knife,47,200,458,305
P00137.jpg,838,581,Knife,76,192,408,231
P00137.jpg,838,581,Knife,63,218,358,257
P00137.jpg,838,581,Gun,126,372,225,481
P00137.jpg,838,581,Gun,61,359,108,487
P00138.jpg,852,625,Knife,451,290,765,352
P00138.jpg,852,625,Knife,421,254,743,295
P00138.jpg,852,625,Knife,368,254,770,354
P00138.jpg,852,625,Gun,598,437,693,533
P00138.jpg,852,625,Gun,731,424,781,526
P00139.jpg,835,584,Knife,75,447,398,487
P00139.jpg,835,584,Knife,49,420,351,456
P00139.jpg,835,584,Knife,36,379,461,495
P00139.jpg,835,584,Gun,124,211,224,316
P00139.jpg,835,584,Gun,60,186,99,318
P00140.jpg,853,601,Knife,75,217,404,268
P00140.jpg,853,601,Knife,62,245,367,306
P00140.jpg,853,601,Knife,52,239,462,322
P00140.jpg,853,601,Gun,136,389,247,500
P00140.jpg,853,601,Gun,73,396,131,523
P00141.jpg,838,584,Knife,74,210,399,236
P00141.jpg,838,584,Knife,43,226,356,283
P00141.jpg,838,584,Knife,48,228,452,296
P00141.jpg,838,584,Gun,124,373,231,483
P00141.jpg,838,584,Gun,57,372,116,497
P00142.jpg,860,588,Gun,630,192,722,292
P00142.jpg,860,588,Gun,746,213,796,313
P00142.jpg,860,588,Knife,426,425,757,486
P00142.jpg,860,588,Knife,478,386,783,429
P00142.jpg,860,588,Knife,366,347,790,482
P00143.jpg,663,478,Knife,243,355,638,429
P00143.jpg,663,478,Gun,454,243,646,351
P00143.jpg,663,478,Gun,506,122,590,277
P00144.jpg,842,584,Gun,601,154,710,260
P00144.jpg,842,584,Gun,730,173,775,280
P00144.jpg,842,584,Knife,439,405,756,443
P00144.jpg,842,584,Knife,477,344,781,406
P00144.jpg,842,584,Knife,385,335,791,439
P00145.jpg,1512,633,Gun,334,207,430,407
P00145.jpg,1512,633,Gun,251,254,528,355
P00145.jpg,1512,633,Knife,299,47,714,166
P00146.jpg,840,568,Knife,479,352,791,406
P00146.jpg,840,568,Knife,437,409,763,449
P00146.jpg,840,568,Knife,385,335,789,438
P00146.jpg,840,568,Gun,598,155,708,258
P00146.jpg,840,568,Gun,730,175,778,278
P00147.jpg,658,460,Gun,11,181,213,301
P00147.jpg,658,460,Gun,58,173,198,339
P00147.jpg,658,460,Knife,61,325,469,460
P00148.jpg,848,603,Knife,114,205,437,244
P00148.jpg,848,603,Knife,52,214,354,282
P00148.jpg,848,603,Knife,44,202,462,320
P00148.jpg,848,603,Gun,140,387,233,495
P00148.jpg,848,603,Gun,72,389,106,490
P00149.jpg,675,535,Gun,50,189,216,277
P00149.jpg,675,535,Gun,82,198,199,360
P00149.jpg,675,535,Knife,0,354,409,515
P00150.jpg,630,640,Knife,0,256,245,528
P00150.jpg,630,640,Gun,120,140,333,314
P00150.jpg,630,640,Gun,103,111,281,275
P00151.jpg,870,599,Knife,48,210,458,314
P00151.jpg,870,599,Knife,44,208,355,278
P00151.jpg,870,599,Knife,120,202,431,245
P00151.jpg,870,599,Gun,140,392,235,501
P00151.jpg,870,599,Gun,76,373,110,487
P00152.jpg,718,557,Gun,99,203,206,373
P00152.jpg,718,557,Gun,46,214,225,309
P00152.jpg,718,557,Knife,0,367,419,537
P00153.jpg,862,585,Knife,125,422,450,510
P00153.jpg,862,585,Knife,50,364,480,511
P00153.jpg,862,585,Knife,70,412,371,492
P00153.jpg,862,585,Gun,124,219,225,317
P00153.jpg,862,585,Gun,59,231,96,344
P00154.jpg,860,564,Gun,120,362,221,475
P00154.jpg,860,564,Gun,59,341,97,456
P00154.jpg,860,564,Knife,101,167,418,266
P00154.jpg,860,564,Knife,28,161,468,316
P00154.jpg,860,564,Knife,45,194,342,295
P00155.jpg,686,537,Knife,201,375,599,497
P00155.jpg,686,537,Gun,453,140,544,308
P00155.jpg,686,537,Gun,451,296,592,372
P00156.jpg,837,570,Gun,121,368,219,478
P00156.jpg,837,570,Gun,60,344,94,461
P00156.jpg,837,570,Knife,105,173,415,277
P00156.jpg,837,570,Knife,25,187,336,308
P00156.jpg,837,570,Knife,24,174,459,330
P00157.jpg,672,460,Knife,17,339,420,431
P00157.jpg,672,460,Gun,77,147,178,307
P00157.jpg,672,460,Gun,23,170,220,275
P00158.jpg,850,594,Gun,131,388,237,503
P00158.jpg,850,594,Gun,66,368,112,484
P00158.jpg,850,594,Knife,101,194,417,294
P00158.jpg,850,594,Knife,34,200,338,332
P00158.jpg,850,594,Knife,33,198,457,349
P00159.jpg,668,459,Knife,13,335,424,440
P00159.jpg,668,459,Gun,82,155,169,307
P00159.jpg,668,459,Gun,28,167,212,261
P00160.jpg,867,580,Gun,126,377,222,490
P00160.jpg,867,580,Gun,64,350,99,473
P00160.jpg,867,580,Knife,102,181,408,288
P00160.jpg,867,580,Knife,30,182,330,325
P00160.jpg,867,580,Knife,19,176,462,342
P00161.jpg,649,448,Knife,33,348,427,420
P00161.jpg,649,448,Gun,9,166,220,290
P00161.jpg,649,448,Gun,43,137,139,308
P00162.jpg,678,466,Gun,17,176,214,281
P00162.jpg,678,466,Gun,70,150,151,317
P00162.jpg,678,466,Knife,19,345,420,439
P00163.jpg,859,572,Knife,36,162,337,304
P00163.jpg,859,572,Knife,36,166,463,332
P00163.jpg,859,572,Knife,101,163,422,277
P00163.jpg,859,572,Gun,129,351,218,462
P00163.jpg,859,572,Gun,65,329,100,441
P00164.jpg,944,1024,Knife,257,340,286,621
P00164.jpg,944,1024,Knife,129,557,573,652
